segment_id	bertopic_topic	review_score	review_score_source
wikivir-016878::window::1003	8	0.9090822669211784	centroid_cosine
wikivir-004225::window::109	8	0.9085975539573761	centroid_cosine
wikivir-016433::window::457	8	0.9083644527778525	centroid_cosine
wikivir-004201::window::108	8	0.9083471834951636	centroid_cosine
wikivir-016878::window::1025	8	0.9081447322158236	centroid_cosine
wikivir-016432::window::984	8	0.8418245821546222	centroid_cosine
wikivir-016878::window::1039	8	0.7594004354517939	centroid_cosine
wikivir-016474::window::32	8	0.727767594559793	centroid_cosine
wikivir-007299::window::72	8	0.7351298612076826	centroid_cosine
wikivir-021171::window::9	8	0.8331876125809263	centroid_cosine
wikivir-016879::window::743	8	0.7477731590769054	centroid_cosine
wikivir-020408::window::185	8	0.7181180111089882	centroid_cosine
wikivir-011394::window::84	8	0.8519323775006016	centroid_cosine
wikivir-020102::window::140	8	0.8372378373435447	centroid_cosine
wikivir-017067::window::217	8	0.7168397952219769	centroid_cosine
wikivir-000820::window::208	9	0.9110218362927966	centroid_cosine
wikivir-016168::window::25	9	0.9096826653517192	centroid_cosine
wikivir-004208::window::59	9	0.9067776243291503	centroid_cosine
wikivir-015051::window::272	9	0.90337590852392	centroid_cosine
wikivir-015753::window::70	9	0.9027162935949797	centroid_cosine
wikivir-004718::window::43	9	0.8980367930525008	centroid_cosine
wikivir-004210::window::96	9	0.8977561209467309	centroid_cosine
wikivir-020827::window::229	9	0.896832134633696	centroid_cosine
wikivir-020081::window::147	9	0.8945417425923563	centroid_cosine
wikivir-016964::window::220	9	0.8943256452633583	centroid_cosine
wikivir-000966::window::333	9	0.8924171389397609	centroid_cosine
wikivir-003099::window::80	9	0.8902021796212287	centroid_cosine
wikivir-004711::window::52	9	0.890099027017833	centroid_cosine
wikivir-000577::window::269	9	0.8896736623268744	centroid_cosine
wikivir-014322::window::102	9	0.8892624739695121	centroid_cosine
wikivir-007380::window::137	9	0.8890404160658353	centroid_cosine
wikivir-019140::window::202	9	0.8888692811060214	centroid_cosine
wikivir-014145::window::218	9	0.8888626818924201	centroid_cosine
wikivir-019706::window::103	9	0.8888543708851513	centroid_cosine
wikivir-016102::window::74	9	0.8886814436733853	centroid_cosine
wikivir-004316::window::254	9	0.8881015945107311	centroid_cosine
wikivir-011652::window::11	9	0.8870341872648513	centroid_cosine
wikivir-017576::window::188	9	0.8869957967317096	centroid_cosine
wikivir-018806::window::4	9	0.8864733527797242	centroid_cosine
wikivir-016138::window::55	9	0.8861598949124018	centroid_cosine
wikivir-004230::window::94	9	0.7999667845480954	centroid_cosine
wikivir-019721::window::12	9	0.7085775903823934	centroid_cosine
wikivir-000237::window::105	9	0.7691552713008414	centroid_cosine
wikivir-015934::window::3	9	0.7746348096716786	centroid_cosine
wikivir-000820::window::183	9	0.839619493381344	centroid_cosine
wikivir-004628::window::132	9	0.8488917009567312	centroid_cosine
wikivir-004572::window::181	9	0.8057390859797104	centroid_cosine
wikivir-010270::window::13	9	0.8372068032018218	centroid_cosine
wikivir-007754::window::15	9	0.8600130126858128	centroid_cosine
wikivir-002888::window::90	9	0.7169975146339655	centroid_cosine
wikivir-004110::window::14	10	0.9031802817071737	centroid_cosine
wikivir-004230::window::165	10	0.8858445294004806	centroid_cosine
wikivir-011674::window::98	10	0.8829935217481565	centroid_cosine
wikivir-000798::window::23	10	0.8798224533439766	centroid_cosine
wikivir-016878::window::728	10	0.8765760025931177	centroid_cosine
wikivir-015751::window::63	10	0.8762869284053638	centroid_cosine
wikivir-013697::window::199	10	0.8716975579386819	centroid_cosine
wikivir-006718::window::312	10	0.8687866389160205	centroid_cosine
wikivir-002205::window::94	10	0.8684997449766172	centroid_cosine
wikivir-015751::window::370	10	0.8684632548157694	centroid_cosine
wikivir-000605::window::193	10	0.8679958811901777	centroid_cosine
wikivir-004229::window::168	10	0.8650838108743475	centroid_cosine
wikivir-017755::window::108	10	0.8637192693696607	centroid_cosine
wikivir-014593::window::109	10	0.8636872256890252	centroid_cosine
wikivir-016063::window::201	10	0.8634441612589123	centroid_cosine
wikivir-020798::window::21	10	0.8623184571975289	centroid_cosine
wikivir-019181::window::175	10	0.862136751168268	centroid_cosine
wikivir-015751::window::60	10	0.861954534982815	centroid_cosine
wikivir-000705::window::307	10	0.8611565043618752	centroid_cosine
wikivir-000691::window::383	10	0.8608877528142793	centroid_cosine
wikivir-020798::window::217	10	0.8595193142675919	centroid_cosine
wikivir-016743::window::16	10	0.8587138276071089	centroid_cosine
wikivir-004212::window::100	10	0.8586021186275061	centroid_cosine
wikivir-017379::window::64	10	0.8585633767444689	centroid_cosine
wikivir-020081::window::110	10	0.8585326736524324	centroid_cosine
wikivir-019998::window::119	10	0.781508821165892	centroid_cosine
wikivir-017977::window::29	10	0.6896903753374832	centroid_cosine
wikivir-016433::window::286	10	0.7583964385937538	centroid_cosine
wikivir-017398::window::1	10	0.618857105709131	centroid_cosine
wikivir-016432::window::151	10	0.7956548603141839	centroid_cosine
wikivir-016755::window::162	10	0.7356604735601842	centroid_cosine
wikivir-015412::window::156	10	0.7273111951980954	centroid_cosine
wikivir-000931::window::413	10	0.7027210303653524	centroid_cosine
wikivir-000818::window::261	10	0.773791087151068	centroid_cosine
wikivir-004461::window::341	10	0.7916199268574564	centroid_cosine
wikivir-015407::window::95	11	0.9046550959980288	centroid_cosine
wikivir-015752::window::707	11	0.8976883537368959	centroid_cosine
wikivir-016194::window::12	11	0.896210360048475	centroid_cosine
wikivir-004545::window::31	11	0.8961838195232358	centroid_cosine
wikivir-000703::window::193	11	0.8958706131140336	centroid_cosine
wikivir-013187::window::110	11	0.8917084397353516	centroid_cosine
wikivir-017433::window::5	11	0.8911901550537202	centroid_cosine
wikivir-000820::window::311	11	0.8899275413236369	centroid_cosine
wikivir-003163::window::44	11	0.8882257253662363	centroid_cosine
wikivir-017399::window::44	11	0.8881674550317116	centroid_cosine
wikivir-015659::window::76	11	0.8880738851598021	centroid_cosine
wikivir-018674::window::11	11	0.8871787177759018	centroid_cosine
wikivir-014314::window::153	11	0.8871768124784896	centroid_cosine
wikivir-016100::window::51	11	0.8858581891806799	centroid_cosine
wikivir-004866::window::31	11	0.8855779507425738	centroid_cosine
wikivir-010612::window::56	11	0.8855061259858403	centroid_cosine
wikivir-003161::window::6	11	0.8839404415783526	centroid_cosine
wikivir-019934::window::64	11	0.8834858007585651	centroid_cosine
wikivir-014668::window::25	11	0.8832555018499073	centroid_cosine
wikivir-003446::window::4	11	0.883176722478108	centroid_cosine
wikivir-004212::window::118	11	0.8823593750244219	centroid_cosine
wikivir-020827::window::186	11	0.8823439103844534	centroid_cosine
wikivir-011675::window::20	11	0.8822137193155529	centroid_cosine
wikivir-014515::window::10	11	0.8820679744982121	centroid_cosine
wikivir-020852::window::262	11	0.8818961605739527	centroid_cosine
wikivir-010823::window::7	11	0.7771792435640392	centroid_cosine
wikivir-010160::window::236	11	0.738168863683533	centroid_cosine
wikivir-013163::window::45	11	0.7898359298659372	centroid_cosine
wikivir-013185::window::83	11	0.7939463124226691	centroid_cosine
wikivir-014520::window::137	11	0.741765733911509	centroid_cosine
wikivir-000577::window::437	11	0.8006724186294027	centroid_cosine
wikivir-004323::window::59	11	0.8259200297528422	centroid_cosine
wikivir-003860::window::226	11	0.740694741061114	centroid_cosine
wikivir-004239::window::53	11	0.8104922510129775	centroid_cosine
wikivir-006915::window::1	11	0.7345809259697655	centroid_cosine
wikivir-000910::window::334	12	0.9203535744026119	centroid_cosine
wikivir-009610::window::1	12	0.9170043313857712	centroid_cosine
wikivir-008492::window::1	12	0.9145459613226969	centroid_cosine
wikivir-011629::window::17	12	0.9136973093778594	centroid_cosine
wikivir-017116::window::30	12	0.9122647849532324	centroid_cosine
wikivir-011373::window::18	12	0.9119361967912007	centroid_cosine
wikivir-004347::window::351	12	0.9070555608990581	centroid_cosine
wikivir-001203::window::2	12	0.9051378369436054	centroid_cosine
wikivir-011024::window::1	12	0.9037831194746588	centroid_cosine
wikivir-009893::window::1	12	0.9028662479004017	centroid_cosine
wikivir-003264::window::379	12	0.9026613584111125	centroid_cosine
wikivir-016097::window::154	12	0.902082450280409	centroid_cosine
wikivir-016878::window::359	12	0.9020118945685294	centroid_cosine
wikivir-013697::window::251	12	0.901608773558982	centroid_cosine
wikivir-000943::window::15	12	0.900672632624542	centroid_cosine
wikivir-002839::window::53	12	0.9003022906803491	centroid_cosine
wikivir-013408::window::22	12	0.9001192142018096	centroid_cosine
wikivir-000781::window::108	12	0.8997214504089128	centroid_cosine
wikivir-000665::window::23	12	0.8989201845191958	centroid_cosine
wikivir-021022::window::75	12	0.8984081578597088	centroid_cosine
wikivir-016739::window::11	12	0.8981974650345961	centroid_cosine
wikivir-016099::window::4	12	0.8975452170286868	centroid_cosine
wikivir-002804::window::22	12	0.8975339672915759	centroid_cosine
wikivir-017116::window::165	12	0.8971464192536003	centroid_cosine
wikivir-014670::window::79	12	0.8967337950041925	centroid_cosine
wikivir-020929::window::285	12	0.7305648792627076	centroid_cosine
wikivir-008035::window::1	12	0.7233676855981424	centroid_cosine
wikivir-003488::window::131	12	0.808724166498705	centroid_cosine
wikivir-019931::window::94	12	0.8630834016115129	centroid_cosine
